772,131,558,587,441
640,193,157,740,397
683,878,21
24,610,60,672,837
46,981,591,374,461,59,157
956,990,384,643,319,549,440,571
639,105,177,199,191
362,108,180,646,947,896,752,392
639,619,739,937,389,916,137,344,992
128,132,988,664,23,510,636,805,517
768,133,75,136,301,954,777,831,496
66,605,534,648,6,775
875,487,199,925,769
450,91,94,667,606,698,478
103,619,781,175,859,880,537,793
754,92,410,97,90,985
39,335,515,643,507,634,243,123,440,230
686,98,822,424,949,580,172
431,661,419,497,437,74,255,323,843
154,23,881,776,964,797
165,607,707,295,802,529
120,327,52,115,758,874
410,380,20,729,789,662,532,706,325
4,202,574,952,62,144,733
538,415,766,389,665,2,705
831,172,947,246,83,81,430
268,355,413,745,787,835,58,797,771,273,393,517
50,204,496,13,121
523,77
142,972,648,502,662,508,524,437,95,423,569,84,387
651,487,967,407,547,954
706,866,921,550
152,537,661,579,297
472,881,568,138,934,5,161
38,713,742,240,630
524,288,940,965,610,43,188
997,148,917,329,190
35,928,321,188,522,128
969,17,687,200,802,987
432,817,148,442,452,852,366
839,113,175,451,73,371,557,137,992
126,546,203,767,369,981,610,256,172,170
97,601,937,635,455,751,783,469
154,729,196,937,203,653,405
709,575,305,687,275,864,425,793
281,5,688,268,581,244,888,238,645,623
301,612,913,189,533,268,211,461,891
654,938,822,38,157
809,515,719,137,377,769,589,513,72,495
131,28,256,86,976,806,76,237,984,947
999,331,491,547,11,675,275,838,317,305,453,953
22,663,525,182
372,563,85,173,973
62,605,519,538,80,817,487
273,85,350,281,698,426,973
926,796,86,237,630,662,723
527,613,925
410,281,308,384,167,612
439,907,849,629,273
872,4,952,352,493,647,274
829,805,516,791
164,24,54,662,142,548,272,864,615,614
673,817,957,741,686,400
2,896
332,90,335,235,494,490
192,12,948,699
166,156,543,343,993,560
291,78,645,367,524,34,737,559,1000,32
247,261,647,527
170,217,753,481,757,215
983,675,279,661,1,300,157
80,972,92,568,472,656,900,453
367,103,455,451,635,49,972,239,109
148,14,130,608,19,219,451,160
99,299,809,749,11,331
850,663,70,50,497,590,463
361,310,357,863,267,671,29,223
810,456,610,493,68,64
358,100,209,584,322,415,815
72,30,754,18
183,353,613,170,145,803,453,162,671
928,816,321,329,866,52,563
549,26,571,585,89,945
94,396,740,946,663
799,869,354,581,273
246,369,964,50,954,370
809,967,517,814
854,756,184,955,330,461,914,489
210,613,985,299
988,542,586,848,704,65,580,883
422,239,300,499,130,321,992
194,72,943,173,331,566
345,439,683,693,941,315,443,58,805,789,476,664,667,533
156,84,608,500,321,581
762,138,546,228,977,540,804,280,237
170,452,327,304,850,700,203
655,637,43,423,134,228,16,169,379
824,18,228,204,647
75,857,480,891,603,727,761,397,334,687
574,79,539,885,113,301,36,602,380,577,613
579,559,461,601,541,632,237,735
633,194,869,931,174,862
15,73,399,711,71
506,244,854,929,58,855,825,261
359,739,7,395,403,196
834,511,358,1000,32
959,127,817,239,691,957,585,235,646
216,136,8,716,406,550,697,279,353,567
465,261,829,831
681,73,827,300
933,941,117,765,533,954,612
180,973
311,41,455,679,553,270
836,444,960,252,564,188
436,463,22,230
988,414,542,403,586,58,798,717,752,517
171,551,688,184,339,447,636,615,607
172,162,954,463
2,613,837,333,312,441,829
22,744,950,870
935,665,891,597
284,791
733,356,214,172,74,149,967
506,754,568,469
271,367,409,839,649,457,614,819
42,257,653,246,518,879,50,529
107,579,287,349,489,387,516
10,482,570,900,624
557,451,573,252,747,11
166,303,608,349,451,543,726,694
50,133,51,161,199,614,460,942,425,597
10,828,648,949,566,943
679,653,11,965,138,701,208,525
601,97,301,417,437,260,11
737,917,617
256,108,328,280,203,131,147
299,487,727,749,761,41,661,387
95,796,252,349,548,644
279,957,431,81,170,405,307
380,164,443,450,627,870
729,625,979,654,16,11,867,253
30,692,260,338,76
443,272,268,859,116,315,189,507,200,469
200,319,864,536,259,821,118,489,94
589,737,387,233,977,247,927,366
192,36,656,495
500,926,658,486,426,136,748,355,17,294
40,166,548,853,37,14,661,807,845,685
755,946,729,351,762,817,569,6,405
753,837,644,59,767
639,482,130,760,764,607
422,396,33,803,348
232,451,839,649,367,181
424,20,44,314,901,519,796,813,817,115
305,289,565,197,614,513,562,517
902,67,94,303,152,882,628
490,710,463,426,611,247
342,550,862,26,318,163
419,265,81,563,723
172,144,74,762,494,345,109,223
709,73,933,50,954,95,698,811,641
686,118,256,235,875,714
567,351,429,355,339,184
62,140,591,532,624,811
21,693,705,666
67,148,422,130,566,107
946,272,365,824,202,300,773,646,847
622,384,988,742,955,372,785
79,796,889,369,973
96,70,543,777,891,680
117,813,787,351,227,855
160,118,26,694,689,560,495
273,751,403,963,884,719,909,732
418,936,615,711,316,632,469,315
409,277,311,839,212,877
514,418,812,560,553
787,745,355,421,131
358,100,68,209,301,420
775,298,998,833,157
8,112,990,691,710
153,635,661,77,841,379,328,436
204,655,678,890
81,515,267,245,387,791,29
281,308,117,462
781,359,639,201,739,647,299
194,338,912,633,970,240
763,811,219,589,659,251,401,495
733,172,38,36
47,941,143,488,658,917
160,418,452
715,71,874
146,66,464,176,298,697,864,608
327,304,297,543,396,927,733
186,92,522,102,627,552
915,439,565,83
44,421,168,596,684,654,95,750,510,855,28
215,609,765,705,522
344,576,686,394,369,86,572,44
13,547,131,887,251,517
144,600,39,234,507,394,583
185,249,383,559,301,803,226,704
24,960,536,642,595,167,531,280
42,44,772,440,136,176,580,74,733
182,280,28,266,652,475,64
40,548,585,383,968,518,404,945,254
784,780,836,554,699,960,642,900,862,564,707
250,89,64,280
204,804,794,549,133,179,157,985,221
252,677,129,417,371,553,181,823,32
527,89,247,118
663,953,217,503,317,333,587,159,247,46,157
252,921,451,291
721,43,177,367,783,977,87
234,123,70
725,905,197,331,528
322,108,28,753,733,294
211,70,843,363,94,393
835,290,238,363,233,17,481,849,717,694,76
187,107,74,797,945,335,496
408,772,544,578,975
658,887,29,401
702,803,911,489,571
295,991,907,465
264,302,194,116,895,274
729,16,322,344,204,475,360
246,362,844,772,360,918
429,567,751,373,55,651
248,981,424,97,370,95,182
979,333,375,705,309,29
430,873,820
854,881,308,618,929,467,531,200,609,1
153,921,270,923
661,515,218,701,535,321,837,152,215
340,382,214,536,732,239
999,816,475,847,312,304,927,162,985,234
342,292,280,331,845,278,173
654,50,56,913,943
218,339,330,273,683,59
91,107,167,315,852,485,775
274,336,220,301,35,331,208
369,901,711,417,460,77
324,989,659,507,89,935
491,282,838,83,162,208
264,104,523,184,259,930,609
555,931,99,127
792,832,296,226,86,26,728,70
69,211
286,228,442,314,268,365,946,977,475,698,660
407,201,871,709,187
465,207,122,703,589
187,281,487,3
212,209,316,314,721,11,727,654,379
361,531,277,993,188
348,932,300
603,939,317,19,405,496,858
136,732,342,42
699,126,418,369,275,654,504,864,328,238,379
298,290,276,946,681,450,897,221
637,635,44,388,751,797,17,1,280
336,408,288,754,520
771,418,157,104,69,705
396,312,422,332,656,329,935
438,786,810,911,993,120,69,118
244,774,338,224,513
283,345,385,635,165,827,643
832,767,797,204,756,82
887,405,503,961,525,838,863
248,889,27,901,163,134,46,799,47,984
665,969,283,244,484,392
310,291,649,138,841,599,671
125,451,511,675,389,105,54,12,587,515,576,317,628
290,167,483,143,864,717
55,173,462,59,157
240,260,514,812,631,993,958,427
257,795,45,51,309
258,403,339,835,458,262,874,200
175,605,677,271,79,7,715,859,544,198
340,775,643
139,71,107,331,790,130,366
8,236,86,225,460,366,183
46,58,728,483,813,889,414,963,55,683,105,785,25,615,94
342,434,243,769
265,269,469,499,586,995,217
527,436,122,297
317,621,887,453,663
248,901,823,363,799,377,169,811,513
127,422,425
438,260,418,776,36
655,731,825,365,155
272,258,218,374,339,281,579,634
511,270,677,212,68
322,812,790,857,257
290,548,241,899,305,907,863,70
428,613,147
223,21,656,463
344,500,246,546,576,964,322,257,608,414
703,193,284,911,891,498
258,414,330,664,783,315,179,698,329,874
137,75,491,150,621
432,324,83,915,254
178,647,575,47,572,134,653,76
308,774,704,224,88,684,667
156,402,853,130,107,260,918
861,670,360,193,243
787,857,155,979,761
412,854,302,58,729,941
139,436,104
231,388,302,58,625,149,43,280,613
340,516,775,275,945
810,270,539,456,942,647,629
113,175,573,485,125,413,575,585,547,275
262,368,851,107,452,852,376
977,749,678,507,895
248,154,635,374,169,460,663,529
93,462,239,110,517,329,918,495
456,892,692,106,417,812
285,629,719,255,211,555,829,811
348,340,956,550
994,144,969,6,837,518
424,410,828,756,203,630,949,55,74,76
170,667,297,217,837,481,453,215
732,292,216,406,86,697,225,279,382,640
941,195,585,691,155,907,930,469,517,223
242,300,763,613,279
899,731,143,171,888,805
376,366,714,775,847,416
193,819,360,96,640,653,159,671
696,858,257,449
758,82,397,931,37,977,891
298,374,370,238,88,702
51,993,75,236,215,83,360
262,40,882,537,742,65
749,913,377,629,957,211,555
759,961,405,86,543,735,516
941,351,565,907,17,59
260,438,580,923,584,681,719,667,490,868
835,370,355,143,807,93,97,589,895,837
378,264,306,773,609
290,143,365,116,163,869,648,315,233,273,17,702
376,234,278,309,342,843
305,415,688,838,197,487
406,236,158,362,340
901,537,403,36,39,895,606,130,440,802,491
296,198,440,446,504,833,552,162,882
351,93,931,377,273,723,376
352,574,444,79,310
442,806,857,630,216,147,59,943
318,254,433,578
138,653,203,391,130,709,540,96,386
264,704,388,372,955,869,55
551,163,801,335,855,149,709,977
346,358,692,60,356,906,23,349,172
81,971,405,887,481,108,166
388,854,442,141,951,1,540,234
27,163,177,143,185,537,977,698,550,285
448,352,960,642,940,123,616
857,393,749,445,335,767
352,79,178,106
979,105,185,228,446,63
304,327,57,496,405
77,253,547
8,342,136,226,857,660
483,807,370,745,855,625,155,537,777,856,498
380,561,443,802,509,895
248,901,483,745,783,167,351,289,648,265,81
326,643,147,801,453
73,485,125,921,257,259,515,654,576,750
312,191,441
241,198,42,257,697,831,331,698,599
403,330,337,728,5,363,701,164
41,937,635,877,533,541,319,95
53,350,884,970,931,889,719,331,57
227,755,593,907,393,646,723
380,330,290,542,5,707,911
351,439,975,626,249,432,479
340,386,326,740,8
49,286,233,957,349,250
704,338,224,982,372,965
181,775,465
364,374,167,140,23,664,27,844,585,978,714
242,849,273,501,570,685,465
234,713,804,37
781,711,997
708,756,794,168,807,855,616,6,280
519,163,265,994,469,151
376,536
145,917,505
354,840,774,378,955,305
923,853,499,471,537,948,502,681,269
410,728,281,248,946,654,866,523,101,921,156,814
939,138,537,545,96
932,234,634,699
753,357,971,849,815
198,762,504,866,886
407,471,68,811,565,267
262,368,842,682,33,84,193,263
661,779,421,329,99,240,632,406,327,845
892,448,780,952,310,612
485,639,103,983,383,923,809,457,647,440
428,788,950,746,599,188,246
253,40,221
303,499,701,293,742,368,806
370,276,898,591,783,168,551,155,329,927
408,544,421,758,490,786,494
753,737,334,139,267,843,971,723,459
342,769,347,564,896
249,395,739,921,326
404,260,220,274,515,263,48,449
175,455,451,125,103,291,45,502
320,390,58,622,23,988,724,569
675,831,822,190,717
306,754,104,955,68,947
755,601,286,27,605,423,763,31,194
298,946,290,116,701,963,806
303,341,25,615,149,349,190,386
924,706,713,932,438
209,316,257,241,413,727,412,379,882
916,288,174,257,261,201,701,124,190,975
524,755,936,539,664,498,159,123,404,234,405,190
424,708,442,168,224,414,996,266,732,569,953
442,653,809,404,913,397,752,203,155,761,970
262,152,432,902,882,91,842,166,742,592
97,413,825,479,200,985
320,420,154,472,228,586,138,37
765,227,793,287
108,778,728,857,157,552,918,703
909,884,868,757
400,657,294,64
227,163,933,335,719,695,737
436,230,613,26
19,63,579,139,847,132,849,191,643
422,40,312,803,300,656,386
775,893,958,733,90,985
696,697,538
683,907,461,915,355,325,28
430,115,297,307,474
809,783,43,19,30,93,743,563,92,159,331,758
288,336,274,615,1000,30,402,695,190
195,521,93,835,59,895,243
344,486,828,713,426,940
525,847
248,420,347,421,46,363,289,343,141,40,709,502
143,290,27,763,783,807,39,185,353
892,356,346,612,62,907,267
871,15,975,468,465
572,778,344,818,359,630
563,117,743,903,611,669,76,223
398,356,810,509,647,901,556,907,705
674,715,328,439
432,882,736,368,702,968,806,907
153,677,41,212,711,129,923,133,130,410,144
96,312,608,297,891,551,190
496,531,51,285,115
782,758,791,466,57
113,485,125,43,464,515,457,859,654,31
316,574,78,310,589,642,141,544,614,32
979,762,629,647,149,203,74
556,643,775,560,276
527,297,847,247,896
521,984,503,314,131,723,827,340
941,351,88,687,101,898,91,705,57
330,273,888,883,335,568,344
115,297
524,192,922,455,776,938,104
109,250,121,223
902,722,760,37,663,993,694
605,649,456,589,561,972,255,895,802
484,652,1,609,698,207
283,771,3,385,307
924,488,801,327,856
395,389,451,45,626,211,813,917
424,34,526,590,724,965,266,273
649,133,651,593,859,733,999,433,387
578,788,544,682
961,248,240,19,235,1,48,490,59,496
508,952,994,554,492,62,47
808,969,900,374,144,261,229,819,376
552,714,874,717,208,419,221
899,519,375,29
99,108,646,896,521,543,273
767,503,351,480,321,894
938,128,848,258,972,332,151,829,903
363,365,272,281,742,899,421,301,849
468,587,528
399,455,679,711,367,548,239,109
616,914,772,828,894,294
137,13,31,555,777
502,584,530,314,938,189,705,563,2
745,883,353
157,520,404,65,996
875,51,976,299,243,957,360
536,512,271,370,136
699,692,645,686,364
620,714,149,160,65,875
597,119,628,83
545,453,28,255,360,844,876
700,800,139,19,833,543,42,976,992,267
502,804,492,531,556,482,211
389,91,691,795,628,500,547,883
572,296,797,147,138,94
799,577,587,283,201,381
488,632,498,606,100,397,735
857,755,541,211,460,727,267
706,576,344,114,608,654,619
971,267,768,463
104,704,224,124,955,53
242,143,313,985
476,892,574,612,822,815
202,476,588,638,62,174,144,50
660,196,818,512,636
539,291,106,645,675,66,676,793
612,488,200,510
759,533,264,891,819,597
176,524,922,986,336,580,628
833,806,49,755,183,126,841,803,614,17,155,453,109
309,498,845,61
683,669,925,69,735
126,853,816,859,992,620
154,479,881,385,814,603,197,659
578,998,670,422,118
551,807,439,460,227,333,516
194,982,943,88,38
244,963,85,725,970,479,325,568,29,973
464,916,36,880,12,615,30,413
119,441,267,987
596,622,472,912,941
210,284,57,379
668,944,958,934,736,666,932,955,22
651,827,555,786
488,632,662,526,548,380,914,79,876
561,625,498,569,253,453,763,571
648,664,972,14,284
695,475,111,60,644
536,12,93,510
593,233,598,896
822,492,588,612,844,234,815
33,332,585,343,389,586
240,776,192,257,596,25,713,194,434
511,310,649,580,93,653
95,313,131,856,571,386
503,969,23,457,110,753,723
90,116,946,462,16,5,888,941,702
170,193,67,917,845,480
654,404,632,553,18,419,562,623
993,496,558,475,391,294
572,42,296,95,797,806,176
51,199,274,631,733
882,622,62,205,532,940,797,921,189,680,386
83,6,208,292,278,76
158,660,564,334,980,867,954,678
521,351,117,779,953,614,626,882
478,894,980,179,344,328,698,791
209,133,544,548,838,792
476,872,706,131,231,454
245,621,487,693,119,529
458,990,714,717,660,494,562,624,958,914,802,661
129,711,175,981,653,169,131
562,716,1,180,246,55
923,101,159,190,831,984,247
726,42,544,660,534,486,176,868,958,566
729,467,364,169,596,531,405,256
558,556,544,934,706,279,285
53,447,437,641
658,478,504,406,829
195,337,403,783,462,171,325,852,287
882,452,688,65,560,340
163,581,27,787,857,481,691,531
652,124,587,34,774,484,855,586,528,827
531,410,458,500
128,403,44,736,897,449
531,83,814,873
824,500,546,964,977,56,301,275,752
311,129,181,721
24,748,346,456,672,419,80
879,311,301,241,913,45,257,954,783,762,354,999,322,247
198,504,697,271,126,148,720
787,809,877,93,934,255,985
520,474,710,860,734,240,894,730
127,101,40,661,583,801,715,845,486
514,828,648,511,404,179,379,360
567,117,46,855,835,783,155,335,752
696,934,560,614,692,950
579,327,137
488,642,472,80,561,536,336,457
537,683,515,380,74,363,448,83
656,116,898,934,750,628,568,632,537,283,151
568,472,259,271,211,562,147,152,849
509,536,419,48
885,647,574,145,371,727,337,172,109
622,472,632,980,128,569,189,237
901,5,403,164,648,707,130,966,876
894,658,520,422
763,535,373,473,659,941,606,144
952,906,822,612,589,374,538,829
939,183,480,107,919,387,143,687
526,530,600,196,419,538,789,5
495,985,513,52,571
830,1000,980,717,440,694,411,671
422,948,400,911
618,754,512,596,498,774,200,941,947
43,413,134,228,642,879,369,661,101,341,84
632,30,938,397,556,363,902,160
971,255,99,353,957,369,251,127,83
980,668,670
277,467,635,12,343,137,628,913,179,911
648,662,128,948,851,624,95,562
21,343
94,978,566,504,680,950,562,132,433
821,335,855,111,3,670
4,692,78,36,42,145
933,825,883,157
508,512,602,47,637,144,726,947,614,631,453
663,81,89,294,115,324,163,705
646,630,879,322,111,612,370,274,876
438,922,174,606,117
486,470,778,413,548,663
941,439,843,883,945
600,231,468,510,998
15,9,711,979,710
494,658,556,309,632,936,783,740
555,720,299,525,943
410,526,590,168,548,601,929,934,750,654,922,440,705,70
621,207,333,64
830,666,980,632,990,518,715
774,799,141,531,332
913,673,728,800,518,616,471,375,847
848,194,794,611,474
586,923,807,759,486,40,611,510,495
737,727,661,310,317,843,55,335,160,903
614,320,180,958
661,103,559,709,336,547,487
602,502,530,828,624,904,620,128
102,995,341
998,846,644,782,17,278,57
729,889,371,605,43,755,181,827
944,918,10,117,822,83
259,97,774,184,196,645,477,819
952,536,697,93,654
399,9,185,7,557,288,39,330
2,22,928,710,903,452,329,666
909,186,819,61
584,30,456,601,886,74,876
458,366,278,17,549
976,862,558,777,138,116,668
68,949,301,45,637,831
614,984,480,919,107,76,947,549
310,589,301,857,733,999,393,296,108,69
532,606,30,779,946,12,611
270,153,125,467,885,473,72
830,786,940,548,958,993
31,825,473,715,975
724,912,568,590,204
806,421,133,126,349,431,240,225,703
544,48,622,367,964,434
97,289,325,244,479,665,322
586,10,897,919,422,494,824,295
35,428,953,842,908
620,643,990,592,147,319,189,558,221
242,593,873,188
510,550,556,296,248,162
